link_id,road_no,road_link_name,road_class,surface_type,region,station,link_length_km,bridge_crossings_on_link,has_aadt_evidence,traffic_match_type,latest_aadt_year,latest_adt,current_aadt_2026,current_adt_excluding_motorcycles,annual_weighted_growth_rate,seasonal_factor,evidence_observation_count,proxy_evidence_count,duplicate_slot_factor,observed_years,annual_detail_years,traffic_basis,sources
C867_Link01,C867,Bumbobi-Bubulo,C,Bituminous,Eastern,Mbale,15.402,1,Yes,exact-link,2025,2164.47,2272.7,642.25,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C866_Link01,C866,Munamba - Lwakhakha,C,Bituminous,Eastern,Tororo,4.518,1,Yes,exact-link,2025,1512.91,1588.56,803.59,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C865_Link01,C865,Magodes-Busumbu,C,Unsealed,Eastern,Tororo,12.726,0,Yes,exact-link,2025,1512.91,1588.56,803.59,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C864_Link01,C864,Bugema-Busano,C,Unsealed,Eastern,Mbale,11.389,0,Yes,exact-link,2025,2164.47,2272.7,642.25,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C863_Link01,C863,Mbale - Nkokonjeru,C,Unsealed,Eastern,Mbale,21.067,2,Yes,exact-link,2025,2164.47,2272.7,642.25,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C862_Link01,C862,Namagumba - Budadiri,C,Unsealed,Eastern,Mbale,18.427,4,Yes,exact-link,2025,1837.95,1929.85,325.78,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C861_Link01,C861,Nalugugu-Mutufu-Budadiri,C,Unsealed,Eastern,Mbale,16.245,2,Yes,exact-link,2025,1837.95,1929.85,325.78,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C860_Link01,C860,Kamonkoli-Pallisa,C,Bituminous,Eastern,Mbale,44.442,0,Yes,exact-link,2025,1722.71,1808.85,719.82,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C849_Link01,C849,Leresi-Bunghaji-Budaka,C,Unsealed,Eastern,Tororo,13.5,0,Yes,exact-link,2025,2217.66,2328.54,926.14,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C847_Link01,C847,Nagongera - Paya - Leresi,C,Unsealed,Eastern,Tororo,18.578,1,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C846_Link01,C846,Budhumba - Busaba,C,Unsealed,Eastern,Tororo,11.983,0,Yes,exact-link,2025,3084.93,3239.17,1250.37,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C845_Link01,C845,Bubada - Budhumba Station,C,Unsealed,Eastern,Tororo,15.344,0,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C844_Link02,C844,Mulanda - Nabuyoga - Bubada - Kisiro,C,Unsealed,Eastern,Tororo,19.32,0,Yes,exact-link,2025,1121.39,1177.46,350.6,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C844_Link01,C844,Rubongi - Mulanda,C,Unsealed,Eastern,Tororo,17.079,2,Yes,exact-link,2025,1121.39,1177.46,350.6,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C842_Link01,C842,Tororo Prisons Access,C,Unsealed,Eastern,Tororo,1.036,0,Yes,exact-link,2025,1121.39,1177.46,350.6,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C841_Link01,C841,Nabaloba - Bukobe,C,Unsealed,Eastern,Tororo,10.9,0,Yes,exact-link,2025,3084.93,3239.17,1250.37,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C840_Link02,C840,Apokor - Kwapa - Tuba,C,Unsealed,Eastern,Tororo,15.083,0,Yes,exact-link,2025,2056.62,2159.45,878.05,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C840_Link01,C840,Malaba - Mella - Apokor,C,Unsealed,Eastern,Tororo,10.655,0,Yes,exact-link,2025,2056.62,2159.45,878.05,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C839_Link01,C839,Doho - Namulo - Amuro,C,Unsealed,Eastern,Tororo,13.594,1,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C838_Link02,C838,Kidoko - Kachonga,C,Unsealed,Eastern,Tororo,12.273,2,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C838_Link01,C838,Butiru - Molo - Kidoko,C,Unsealed,Eastern,Tororo,8.213,0,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C837_Link02,C837,Kidoko - Busiu - Isikhoye,C,Unsealed,Eastern,Tororo,15.862,1,Yes,exact-link,2025,1326.75,1393.09,836.17,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C837_Link01,C837,Nagongera - Merikit - Kidoko,C,Unsealed,Eastern,Tororo,18.218,2,Yes,exact-link,2025,1326.75,1393.09,836.17,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C836_Link02,C836,Mulanda - Nagongera,C,Unsealed,Eastern,Tororo,8.675,3,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C836_Link01,C836,Nyambogo - Iyolwa - Mulanda,C,Unsealed,Eastern,Tororo,18.9,0,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C835_Link01,C835,Magodes-Railway Station,C,Unsealed,Eastern,Tororo,2.278,0,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C794_Link01,C794,Kamuli railway access 2,C,Unsealed,Eastern,Jinja,2.403,0,Yes,exact-link,2025,2501.33,2626.4,893.57,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C833_Link02,C833,Busolwe-Budumba,C,Unsealed,Eastern,Tororo,16.046,1,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C833_Link01,C833,Nabumali junction-Busolwe,C,Unsealed,Eastern,Tororo,34.588,4,Yes,exact-link,2025,4010.31,4210.82,1617.52,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C832_Link02,C832,Nagongera-Busolwe,C,Unsealed,Eastern,Tororo,10.101,0,Yes,exact-link,2025,3996.52,4196.34,1573.05,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C927_Link02,C927,Korir - Malera - Kumi,C,Unsealed,Eastern,Mbale,37.241,0,Yes,exact-link,2025,528.93,555.38,290.1,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C850_Link01,C850,Busoko - Busaba - Nawanjofu - Hisiro,C,Unsealed,Eastern,Tororo,10.244,0,Yes,exact-link,2025,4933.22,5179.88,2105.15,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C832_Link01,C832,Tororo-Nagongera,C,Unsealed,Eastern,Tororo,33.725,3,Yes,exact-link,2025,3996.52,4196.34,1573.05,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C927_Link01,C927,Kachumbala - Korir,C,Unsealed,Eastern,Mbale,12.293,0,Yes,exact-link,2025,528.93,555.38,290.1,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C831_Link01,C831,Tororo - Morukatipe prison,C,Unsealed,Eastern,Tororo,6.523,0,Yes,exact-link,2025,452.1,474.71,293.2,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C830_Link01,C830,Busia - Majanji,C,Bituminous,Eastern,Tororo,26.982,0,Yes,exact-link,2025,6465.35,6788.61,1672.33,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C926_Link01,C926,Kachumbala - Kidongole,C,Unsealed,Eastern,Mbale,15.431,0,Yes,exact-link,2025,814.08,854.78,446.78,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C821_Link01,C821,Kasejere-Budumba,C,Unsealed,Eastern,Jinja,14.176,0,Yes,exact-link,2025,3686.25,3870.56,896.67,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C820_Link01,C820,Namutumba-Nawansangwa,C,Unsealed,Eastern,Jinja,9.733,0,Yes,exact-link,2025,3686.25,3870.56,896.67,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C819_Link01,C819,Nambale-Nawandala,C,Unsealed,Eastern,Jinja,14.874,0,Yes,exact-link,2025,3686.25,3870.56,896.67,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C823_Link01,C823,"Access to Buyanga S/C, off Busesa Nawangisa road",C,Unsealed,Eastern,Jinja,4,0,Yes,station-class-proxy,2025,2716.02,2851.82,927.02,0.032,1,52,52,,2025,2026,"AADT proxy from Jinja C road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Generated road-link traffic integrity fill
C825_Link01,C825,Old -access-to-Isimba-dam,C,Unsealed,Eastern,Jinja,3.96,0,Yes,station-class-proxy,2025,2716.02,2851.82,927.02,0.032,1,52,52,,2025,2026,"AADT proxy from Jinja C road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Generated road-link traffic integrity fill
B304_Link01,B304,Muyembe - Kaserem - Kapchorwa,B,Bituminous,Eastern,Mbale,24.68,0,Yes,exact-link,2025,1614.86,1695.6,674.83,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C782_Link01,C782,Musita-Mayuge - Nankoma,C,Bituminous,Eastern,Jinja,35.6,0,Yes,exact-link,2025,452.1,474.71,293.2,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
A001_Link10,A001,Busitema Junction - Tororo junction,A,Bituminous,Eastern,Tororo,28.29,0,Yes,exact-link,2025,11466.53,12039.86,9231.95,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C873_Link01,C873,Nabiganda - Kaiti,C,Unsealed,Eastern,Mbale,3.436,2,Yes,exact-link,2025,1350.39,1417.91,601.92,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
A001_Link09,A001,Namutere - Busitema Junction,A,Bituminous,Eastern,Tororo,24.986,0,Yes,exact-link,2025,11466.53,12039.86,9231.95,0.05,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C047_Link01,C047,Kasana - Bugobero,C,Unsealed,Central,Kampala,7.63,0,Yes,station-class-proxy,2025,4013.07,4253.86,2082.83,0.032,1,56,56,,2025,2026,"AADT proxy from Kampala C road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Generated road-link traffic integrity fill
C826_Link01,C826,Old Mbulamuti ferry access,C,Unsealed,Eastern,Jinja,3.297,0,Yes,station-class-proxy,2025,2716.02,2851.82,927.02,0.032,1,52,52,,2025,2026,"AADT proxy from Jinja C road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Generated road-link traffic integrity fill
B305_Link03,B305,Kanyago Bridge - Kumi,B,Bituminous,North Eastern,Soroti,25.882,3,Yes,exact-link,2025,3573.96,3609.7,1110.22,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B303_Link03,B303,Iriri - Akisim (Lorengechora) - Ariamoi - Nadunget,B,Bituminous,North Eastern,Moroto,68.814,1,Yes,exact-link,2025,1982.75,2002.57,546.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B301_Link03,B301,Kotido - Apaan - Kabong,B,Unsealed,North Eastern,Kotido,98.98,7,Yes,exact-link,2025,709.92,717.02,391.71,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B303_Link01,B303,Soroti - Arapai,B,Bituminous,North Eastern,Soroti,7.999,0,Yes,exact-link,2025,4961.3,5010.91,1369.87,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B301_Link01,B301,Ariamoi - Kaladonapal - Kaperimoru,B,Unsealed,North Eastern,Kotido,83.373,3,Yes,exact-link,2025,1136.16,1147.52,553.62,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B302_Link01,B302,Kotido - Abim,B,Unsealed,North Eastern,Kotido,63.821,4,Yes,exact-link,2025,1012.06,1022.18,502.88,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B300_Link05,B300,Lokapel - Ariamoi,B,Bituminous,North Eastern,Moroto,45.803,3,Yes,exact-link,2025,468.35,473.04,346.2,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B303_Link02,B303,Arapai - Katakwi - Iriri,B,Bituminous,North Eastern,Soroti,81.862,3,Yes,exact-link,2025,1982.75,2002.57,546.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
A007_Link06,A007,Soroti - Dokolo,A,Bituminous,North Eastern,Soroti,67.444,0,Yes,exact-link,2025,6798.21,6866.19,2899.42,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B301_Link02,B301,Kapelimoru - Kotido,B,Unsealed,North Eastern,Kotido,19.038,1,Yes,exact-link,2025,1136.16,1147.52,553.62,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
B300_Link06,B300,Ariamoi - Moroto,B,Bituminous,North Eastern,Moroto,10.997,1,Yes,exact-link,2025,468.35,473.04,346.2,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C670_Link02,C670,Okude - Amuria,C,Unsealed,North Eastern,Soroti,34.046,0,Yes,exact-link,2025,1836.48,1854.84,1117.68,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C922_Link01,C922,Lira junction-Arapai,C,Unsealed,North Eastern,Soroti,8.502,0,Yes,exact-link,2025,2278.24,2301.02,1140.06,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C921_Link01,C921,Soroti to Brooks corner,C,Unsealed,North Eastern,Soroti,26.076,0,Yes,exact-link,2025,1708.68,1725.76,855.05,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C920_Link02,C920,Brooks corner-Serere-Bugondo,C,Unsealed,North Eastern,Soroti,33.643,0,Yes,exact-link,2025,3817.74,3855.92,2013.02,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C920_Link01,C920,Kumi-Brooks corner,C,Unsealed,North Eastern,Soroti,45.953,2,Yes,exact-link,2025,3817.74,3855.92,2013.02,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C989_Link01,C989,Lokatelebu - Kacheri - Lolelia,C,Unsealed,North Eastern,Kotido,40.124,0,Yes,exact-link,2025,53.19,53.72,34.32,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C984_Link01,C984,Kapelimoru Barracks Access,C,Unsealed,North Eastern,Kotido,0.619,0,Yes,exact-link,2025,53.19,53.72,34.32,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C980_Link01,C980,Akwanamoru - Opua - Orogom - Oreta,C,Unsealed,North Eastern,Kotido,57.258,0,Yes,exact-link,2025,32.5,32.83,13.43,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C879_Link02,C879,Kanyum - Kidongole,C,Unsealed,North Eastern,Soroti,16.819,0,Yes,exact-link,2025,3817.74,3855.92,2013.02,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C979_Link01,C979,Achan Pii-Alito,C,Unsealed,North Eastern,Kotido,17.799,0,Yes,exact-link,2025,2434.85,2459.2,1407.17,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C879_Link01,C879,Morita -Kanyum,C,Unsealed,North Eastern,Soroti,12.538,0,Yes,exact-link,2025,3817.74,3855.92,2013.02,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C976_Link01,C976,Kitale Road,C,Unsealed,North Eastern,Moroto,1.584,0,Yes,exact-link,2025,93.08,94.01,43.27,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C974_Link01,C974,Lokopo Link 2,C,Unsealed,North Eastern,Moroto,1.232,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C973_Link01,C973,Lokopo Link,C,Unsealed,North Eastern,Moroto,5.652,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C971_Link01,C971,Moroto - Rupa - Nakiloro - Nakabat,C,Unsealed,North Eastern,Moroto,31.744,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C970_Link01,C970,Moroto army barracks access,C,Unsealed,North Eastern,Moroto,0.952,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C969_Link04,C969,Opekit - Nyakwae,C,Unsealed,North Eastern,Kotido,19.135,0,Yes,exact-link,2025,53.19,53.72,34.32,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C969_Link03,C969,Turtuko - Opekit,C,Unsealed,North Eastern,Kotido,1.77,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C969_Link02,C969,Turtuko - Nyakwae,C,Unsealed,North Eastern,Moroto,24.801,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C969_Link01,C969,Lokicher - Turtuko,C,Unsealed,North Eastern,Kotido,23.396,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C968_Link01,C968,Matany - Lokopo - Turtuko,C,Unsealed,North Eastern,Moroto,29.827,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C967_Link01,C967,Kokeris - Lopei,C,Unsealed,North Eastern,Moroto,17.517,1,Yes,exact-link,2025,576.21,581.97,443.19,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C966_Link01,C966,Turtuko - Apeitolim,C,Unsealed,North Eastern,Moroto,37.196,0,Yes,exact-link,2025,313.22,316.35,258.16,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C965_Link01,C965,Apeitolim - Iriri,C,Unsealed,North Eastern,Moroto,46.325,0,Yes,exact-link,2025,549.61,555.11,452.15,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C964_Link03,C964,Magoro-Lorachat,C,Unsealed,North Eastern,Moroto,19.944,0,Yes,exact-link,2025,831.81,840.13,416.33,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C964_Link02,C964,Toroma-Magoro,C,Unsealed,North Eastern,Soroti,17.517,1,Yes,exact-link,2025,831.81,840.13,416.33,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C964_Link01,C964,Soroti-Toroma,C,Unsealed,North Eastern,Soroti,37.213,0,Yes,exact-link,2025,831.81,840.13,416.33,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C963_Link03,C963,Amudat-Alakasi-Kalita,C,Unsealed,North Eastern,Moroto,56.73,1,Yes,exact-link,2025,322.09,325.31,135.79,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C963_Link02,C963,Lokitanyara-Loro-Amudat,C,Unsealed,North Eastern,Moroto,62.855,4,Yes,exact-link,2025,125.58,126.84,58.2,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C963_Link01,C963,Moroto-Lokitanyara,C,Bituminous,North Eastern,Moroto,28.078,0,Yes,exact-link,2025,125.58,126.84,58.2,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C961_Link01,C961,Chosan to Amudat,C,Unsealed,North Eastern,Moroto,30.731,1,Yes,exact-link,2025,286.63,289.49,114.9,0.01,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
